Lema	Clase	Frecuencia	Frec. norm.	Frec. norm.
		general	con signos punt.	sin signos punt.
independiente	A	22101	55.744	64.022
entero	A	22090	55.717	63.99
intervenir	V	22081	55.694	63.964
exterior	A	22065	55.654	63.918
operar	V	22039	55.588	63.842
institucional	A	22029	55.563	63.813
industrial	A	22021	55.543	63.79
crítico	A	21987	55.457	63.692
confiar	V	21974	55.424	63.654
clásico	A	21964	55.399	63.625
marchar	V	21953	55.371	63.593
literario	A	21935	55.326	63.541
devolver	V	21924	55.298	63.509
2009	N	21890	55.212	63.411
olor	N	21884	55.197	63.393
fiscal	A	21879	55.185	63.379
15	N	21861	55.139	63.327
soldado	N	21839	55.084	63.263
meta	N	21824	55.046	63.219
nada más	C	21802	54.99	63.156
escala	N	21778	54.93	63.086
reacción	N	21775	54.922	63.078
alternativa	N	21757	54.877	63.025
sesión	N	21744	54.844	62.988
reducción	N	21672	54.662	62.779
precisar	V	21645	54.594	62.701
medicamento	N	21631	54.559	62.66
breve	A	21606	54.496	62.588
armado	A	21566	54.395	62.472
futuro	A	21560	54.38	62.455
culpa	N	21544	54.34	62.408
PP	K	21542	54.335	62.403
anual	A	21538	54.324	62.391
Alemania	K	21511	54.256	62.313
índice	N	21499	54.226	62.278
justo	A	21489	54.201	62.249
modificar	V	21487	54.196	62.243
8	N	21486	54.193	62.24
derecha	N	21484	54.188	62.235
100	M	21482	54.183	62.229
avión	N	21473	54.16	62.203
enterar	V	21448	54.097	62.13
soltar	V	21441	54.08	62.11
raíz	N	21435	54.065	62.093
explicación	N	21415	54.014	62.035
ruta	N	21405	53.989	62.006
cuello	N	21388	53.946	61.956
adulto	N	21387	53.944	61.954
comparar	V	21369	53.898	61.901
veinte	M	21351	53.853	61.849
arrancar	V	21339	53.822	61.815
diario	A	21339	53.822	61.815
bar	N	21320	53.775	61.76
loco	A	21290	53.699	61.673
China	K	21279	53.671	61.641
componente	N	21279	53.671	61.641
escolar	A	21277	53.666	61.635
totalmente	R	21206	53.487	61.429
caída	N	21177	53.414	61.345
falso	A	21166	53.386	61.313
constante	A	21115	53.257	61.166
agradecer	V	21078	53.164	61.058
múltiple	A	21069	53.141	61.032
preciso	A	21032	53.048	60.925
carga	N	21025	53.03	60.905
dispuesto	A	21003	52.975	60.841
externo	A	20991	52.945	60.806
comentario	N	20964	52.877	60.728
constitucional	A	20964	52.877	60.728
plata	N	20962	52.872	60.722
plano	N	20924	52.776	60.612
alemán	A	20886	52.68	60.502
Santiago	K	20865	52.627	60.441
cerebro	N	20847	52.582	60.389
experimentar	V	20804	52.473	60.265
discutir	V	20794	52.448	60.236
bailar	V	20774	52.397	60.178
aprendizaje	N	20749	52.334	60.105
adelantar	V	20728	52.281	60.045
reclamar	V	20725	52.274	60.036
favorecer	V	20682	52.165	59.911
costumbre	N	20625	52.022	59.746
conducta	N	20619	52.006	59.729
laboratorio	N	20615	51.996	59.717
saltar	V	20606	51.974	59.691
paisaje	N	20604	51.969	59.685
al igual que	C	20582	51.913	59.622
hermoso	A	20566	51.873	59.575
elevado	A	20538	51.802	59.494
convocar	V	20533	51.79	59.48
académico	A	20509	51.729	59.41
inteligencia	N	20488	51.676	59.349
involucrar	V	20477	51.648	59.318
temer	V	20443	51.563	59.219
40	M	20415	51.492	59.138
división	N	20397	51.447	59.086
turismo	N	20373	51.386	59.016
abrazar	V	20361	51.356	58.981
tardar	V	20324	51.262	58.874
espejo	N	20312	51.232	58.84
crimen	N	20286	51.167	58.764
argumento	N	20275	51.139	58.732
derecho	A	20228	51.02	58.596
apreciar	V	20185	50.912	58.472
código	N	20170	50.874	58.428
enseñanza	N	20139	50.796	58.338
probablemente	R	20122	50.753	58.289
resistencia	N	20119	50.745	58.28
azúcar	N	20085	50.66	58.182
belleza	N	20083	50.655	58.176
reserva	N	20059	50.594	58.107
caballo	N	20057	50.589	58.101
calificar	V	20047	50.564	58.072
atrever	V	20035	50.533	58.037
montaña	N	20028	50.516	58.017
universo	N	20024	50.506	58.005
distinguir	V	20018	50.491	57.988
publicación	N	20011	50.473	57.968
órgano	N	19997	50.438	57.927
justificar	V	19952	50.324	57.797
concentración	N	19941	50.296	57.765
ejecutivo	N	19936	50.284	57.75
valorar	V	19929	50.266	57.73
conectar	V	19904	50.203	57.658
encuesta	N	19893	50.175	57.626
infraestructura	N	19888	50.163	57.611
definición	N	19878	50.137	57.582
americano	A	19856	50.082	57.519
correspondiente	A	19854	50.077	57.513
familiar	N	19805	49.953	57.371
avenida	N	19785	49.903	57.313
puerto	N	19752	49.82	57.217
2011	N	19750	49.815	57.212
consciente	A	19744	49.799	57.194
prácticamente	R	19744	49.799	57.194
huevo	N	19743	49.797	57.191
ampliar	V	19716	49.729	57.113
invertir	V	19673	49.62	56.988
girar	V	19661	49.59	56.954
asamblea	N	19646	49.552	56.91
secreto	N	19646	49.552	56.91
montar	V	19643	49.545	56.902
pasión	N	19633	49.52	56.873
evidencia	N	19628	49.507	56.858
reflexión	N	19597	49.429	56.768
funcionamiento	N	19588	49.406	56.742
ah	I	19587	49.403	56.739
así como	R	19553	49.318	56.641
esencial	A	19544	49.295	56.615
callar	V	19534	49.27	56.586
soñar	V	19529	49.257	56.571
palacio	N	19526	49.25	56.563
golpear	V	19523	49.242	56.554
robar	V	19522	49.24	56.551
bello	A	19508	49.204	56.511
acá	R	19473	49.116	56.409
18	M	19472	49.113	56.406
risa	N	19461	49.086	56.374
completar	V	19460	49.083	56.371
tensión	N	19459	49.081	56.369
rival	N	19446	49.048	56.331
centrar	V	19438	49.028	56.308
general	N	19422	48.987	56.261
patrimonio	N	19420	48.982	56.256
o sea	C	19413	48.965	56.235
conservación	N	19411	48.96	56.23
virus	N	19404	48.942	56.209
junta	N	19402	48.937	56.203
fallecer	V	19355	48.818	56.067
obligación	N	19351	48.808	56.056
consumidor	N	19320	48.73	55.966
seguramente	R	19298	48.675	55.902
Ecuador	K	19295	48.667	55.894
cuándo	R	19267	48.596	55.812
triste	A	19258	48.574	55.786
11	N	19255	48.566	55.778
preparación	N	19246	48.543	55.752
federación	N	19240	48.528	55.734
confesar	V	19230	48.503	55.705
por lo menos	R	19196	48.417	55.607
proceder	V	19193	48.41	55.598
espectador	N	19185	48.39	55.575
esquina	N	19178	48.372	55.555
entrega	N	19175	48.364	55.546
poesía	N	19175	48.364	55.546
alegría	N	19166	48.342	55.52
sal	N	19166	48.342	55.52
promoción	N	19149	48.299	55.471
peligroso	A	19148	48.296	55.468
tal	R	19134	48.261	55.427
moda	N	19125	48.238	55.401
norteamericano	A	19108	48.195	55.352
llamada	N	19102	48.18	55.334
blanco	N	19078	48.12	55.265
quinto	M	19062	48.079	55.219
moral	A	19053	48.057	55.192
25	M	19051	48.052	55.187
unido	A	19030	47.999	55.126
matrimonio	N	19010	47.948	55.068
agarrar	V	18992	47.903	55.016
colección	N	18975	47.86	54.967
partida	N	18945	47.784	54.88
2012	N	18923	47.729	54.816
administrativo	A	18889	47.643	54.717
manifestación	N	18869	47.593	54.659
por fin	R	18853	47.552	54.613
titular	N	18841	47.522	54.578
establecimiento	N	18840	47.519	54.575
británico	A	18835	47.507	54.561
luna	N	18829	47.492	54.544
aparato	N	18819	47.466	54.515
diagnóstico	N	18811	47.446	54.491
adaptar	V	18804	47.429	54.471
vaso	N	18781	47.371	54.405
comprometer	V	18778	47.363	54.396
consultar	V	18764	47.328	54.355
venezolano	A	18764	47.328	54.355
negro	N	18754	47.302	54.326
Carlos	K	18716	47.207	54.216
particular	N	18705	47.179	54.184
biblioteca	N	18683	47.123	54.121
por favor	R	18678	47.111	54.106
prevención	N	18674	47.101	54.095
pausa	N	18657	47.058	54.045
entrenador	N	18654	47.05	54.037
punta	N	18630	46.99	53.967
Italia	K	18628	46.985	53.961
consulta	N	18611	46.942	53.912
elevar	V	18609	46.937	53.906
9	N	18602	46.919	53.886
político	N	18587	46.881	53.843
mental	A	18573	46.846	53.802
practicar	V	18557	46.806	53.756
ensayo	N	18538	46.758	53.701
lesión	N	18528	46.732	53.672
María	K	18512	46.692	53.625
tren	N	18511	46.69	53.622
6	M	18510	46.687	53.62
dominar	V	18491	46.639	53.564
mezclar	V	18490	46.637	53.562
unión	N	18488	46.632	53.556
localidad	N	18484	46.621	53.544
margen	N	18479	46.609	53.53
diente	N	18471	46.589	53.507
acostumbrar	V	18464	46.571	53.486
facultad	N	18454	46.546	53.457
relativo	A	18429	46.483	53.385
colaboración	N	18408	46.43	53.324
transformación	N	18406	46.425	53.318
ajeno	A	18404	46.42	53.312
anotar	V	18397	46.402	53.292
interpretación	N	18380	46.359	53.243
justo	R	18378	46.354	53.237
nervioso	A	18347	46.276	53.147
calcular	V	18336	46.248	53.115
frecuente	A	18334	46.243	53.11
dispositivo	N	18318	46.203	53.063
completamente	R	18317	46.2	53.06
denuncia	N	18314	46.193	53.052
alcohol	N	18310	46.183	53.04
fórmula	N	18309	46.18	53.037
mil	M	18298	46.152	53.005
acumular	V	18292	46.137	52.988
vacío	A	18271	46.084	52.927
cárcel	N	18268	46.077	52.919
perfil	N	18256	46.046	52.884
pista	N	18238	46.001	52.832
alianza	N	18221	45.958	52.782
chileno	A	18217	45.948	52.771
botella	N	18203	45.913	52.73
disparar	V	18171	45.832	52.638
Bolivia	K	18156	45.794	52.594
emergencia	N	18149	45.776	52.574
ejecutar	V	18108	45.673	52.455
vuelo	N	18073	45.585	52.354
denominar	V	18069	45.575	52.342
aproximadamente	R	18065	45.565	52.33
cantante	N	18056	45.542	52.304
dividir	V	18035	45.489	52.244
humanidad	N	18034	45.486	52.241
12	N	18016	45.441	52.189
recuperación	N	18016	45.441	52.189
asistencia	N	18010	45.426	52.171
apertura	N	17987	45.368	52.105
enemigo	N	17960	45.3	52.026
reto	N	17956	45.29	52.015
g	N	17951	45.277	52.0
continuación	N	17948	45.27	51.992
aparición	N	17908	45.169	51.876
corriente	N	17874	45.083	51.777
cotidiano	A	17867	45.065	51.757
lento	A	17864	45.058	51.748
personalidad	N	17862	45.053	51.742
beso	N	17850	45.022	51.708
pan	N	17850	45.022	51.708
fruta	N	17842	45.002	51.684
integral	A	17805	44.909	51.577
vos	L	17796	44.886	51.551
correcto	A	17776	44.836	51.493
contemporáneo	A	17772	44.826	51.482
ambiente	A	17752	44.775	51.424
gobernador	N	17751	44.773	51.421
integración	N	17751	44.773	51.421
prohibir	V	17748	44.765	51.412
síntoma	N	17743	44.752	51.398
extremo	N	17731	44.722	51.363
juventud	N	17723	44.702	51.34
conocido	A	17715	44.682	51.317
penal	A	17711	44.672	51.305
grabar	V	17698	44.639	51.267
respecto	N	17693	44.626	51.253
25	N	17691	44.621	51.247
condenar	V	17688	44.614	51.238
fruto	N	17686	44.609	51.233
cooperación	N	17679	44.591	51.212
volar	V	17678	44.588	51.209
temor	N	17666	44.558	51.175
saludar	V	17663	44.551	51.166
Uruguay	K	17648	44.513	51.123
ocultar	V	17638	44.488	51.094
recorrido	N	17579	44.339	50.923
posteriormente	R	17578	44.336	50.92
plataforma	N	17565	44.303	50.882
italiano	A	17554	44.276	50.85
barco	N	17550	44.266	50.839
arrastrar	V	17541	44.243	50.813
patio	N	17541	44.243	50.813
huir	V	17527	44.208	50.772
amenazar	V	17525	44.203	50.766
orientar	V	17501	44.142	50.697
útil	A	17492	44.119	50.671
independencia	N	17489	44.112	50.662
efectuar	V	17482	44.094	50.642
fumar	V	17467	44.056	50.598
universal	A	17453	44.021	50.558
finalizar	V	17447	44.006	50.54
audiencia	N	17441	43.991	50.523
placer	N	17420	43.938	50.462
nombrar	V	17406	43.902	50.421
respirar	V	17404	43.897	50.416
dudar	V	17396	43.877	50.393
policial	A	17388	43.857	50.369
alimentar	V	17384	43.847	50.358
rol	N	17373	43.819	50.326
sección	N	17372	43.817	50.323
besar	V	17371	43.814	50.32
soportar	V	17342	43.741	50.236
latinoamericano	A	17336	43.726	50.219
presidencial	A	17335	43.723	50.216
inventar	V	17334	43.721	50.213
destruir	V	17318	43.68	50.167
músico	N	17312	43.665	50.149
atacar	V	17307	43.653	50.135
of	F	17296	43.625	50.103
agricultura	N	17295	43.622	50.1
existente	A	17291	43.612	50.088
variedad	N	17260	43.534	49.999
batalla	N	17247	43.501	49.961
diversidad	N	17247	43.501	49.961
disputar	V	17226	43.448	49.9
poema	N	17209	43.406	49.851
techo	N	17189	43.355	49.793
perseguir	V	17175	43.32	49.752
liberar	V	17168	43.302	49.732
academia	N	17113	43.163	49.573
pronunciar	V	17108	43.151	49.558
interrumpir	V	17093	43.113	49.515
presidencia	N	17081	43.083	49.48
fe	N	17077	43.073	49.468
patrón	N	17077	43.073	49.468
clima	N	17054	43.015	49.402
doce	M	17048	42.999	49.384
inferior	A	17047	42.997	49.382
extraordinario	A	17042	42.984	49.367
visitante	N	17041	42.982	49.364
limpio	A	17022	42.934	49.309
indicador	N	16987	42.846	49.208
alimentación	N	16965	42.79	49.144
innovación	N	16965	42.79	49.144
excelente	A	16962	42.783	49.135
instancia	N	16950	42.752	49.101
escoger	V	16938	42.722	49.066
círculo	N	16937	42.719	49.063
impresión	N	16927	42.694	49.034
hambre	N	16903	42.634	48.964
socio	N	16875	42.563	48.883
desnudo	A	16853	42.508	48.82
expectativa	N	16845	42.487	48.796
padecer	V	16829	42.447	48.75
disciplina	N	16826	42.44	48.741
1999	N	16799	42.371	48.663
guía	N	16789	42.346	48.634
motor	N	16785	42.336	48.623
izquierdo	A	16779	42.321	48.605
50	N	16756	42.263	48.539
vicepresidente	N	16724	42.182	48.446
16	M	16719	42.17	48.431
católico	A	16716	42.162	48.423
campeonato	N	16708	42.142	48.4
derrota	N	16701	42.124	48.379
sustancia	N	16699	42.119	48.373
nuevamente	R	16698	42.117	48.371
clasificación	N	16681	42.074	48.321
alrededor	N	16680	42.071	48.318
igualmente	R	16664	42.031	48.272
XX	N	16632	41.95	48.179
fiscal	N	16623	41.928	48.153
II	N	16604	41.88	48.098
rueda	N	16589	41.842	48.055
complicado	A	16575	41.806	48.014
13	N	16574	41.804	48.011
clínico	A	16565	41.781	47.985
animar	V	16561	41.771	47.974
danza	N	16558	41.764	47.965
moneda	N	16554	41.753	47.953
infancia	N	16545	41.731	47.927
fortalecer	V	16544	41.728	47.924
poderoso	A	16535	41.706	47.898
14	M	16534	41.703	47.895
optar	V	16521	41.67	47.858
subrayar	V	16512	41.648	47.832
quince	M	16507	41.635	47.817
puente	N	16497	41.61	47.788
apagar	V	16440	41.466	47.623
fresco	A	16435	41.453	47.609
percepción	N	16434	41.451	47.606
aventura	N	16430	41.441	47.594
espera	N	16420	41.415	47.565
contratar	V	16406	41.38	47.525
habilidad	N	16406	41.38	47.525
escalera	N	16382	41.32	47.455
mezcla	N	16382	41.32	47.455
continuo	A	16368	41.284	47.415
atraer	V	16365	41.277	47.406
derivar	V	16363	41.272	47.4
recurrir	V	16361	41.267	47.394
seleccionar	V	16360	41.264	47.391
de acuerdo a	P	16341	41.216	47.336
turístico	A	16336	41.204	47.322
secretaría	N	16329	41.186	47.302
vestido	N	16323	41.171	47.284
anuncio	N	16301	41.115	47.221
capitán	N	16298	41.108	47.212
relevante	A	16297	41.105	47.209
beneficiar	V	16290	41.088	47.189
video	N	16289	41.085	47.186
sobrevivir	V	16280	41.062	47.16
con respecto a	P	16272	41.042	47.137
bonito	A	16264	41.022	47.113
24	M	16237	40.954	47.035
votar	V	16232	40.941	47.021
puesto que	C	16219	40.909	46.983
comunicado	N	16194	40.845	46.911
archivo	N	16178	40.805	46.864
aporte	N	16171	40.787	46.844
extensión	N	16170	40.785	46.841
mundial	N	16160	40.76	46.812
biológico	A	16157	40.752	46.803
mejora	N	16157	40.752	46.803
alcance	N	16144	40.719	46.766
Londres	K	16140	40.709	46.754
dios	N	16135	40.697	46.74
pasillo	N	16110	40.634	46.667
estratégico	A	16093	40.591	46.618
perdonar	V	16088	40.578	46.604
excepción	N	16083	40.565	46.589
ánimo	N	16083	40.565	46.589
enfoque	N	16074	40.543	46.563
intelectual	A	16073	40.54	46.56
presente	N	16037	40.449	46.456
confundir	V	16019	40.404	46.404
traducir	V	16011	40.384	46.38
testigo	N	16001	40.359	46.351
toma	N	15997	40.349	46.34
limpiar	V	15995	40.344	46.334
realización	N	15993	40.338	46.328
mal	N	15991	40.333	46.323
concurso	N	15961	40.258	46.236
ejecutivo	A	15941	40.207	46.178
reforzar	V	15929	40.177	46.143
aeropuerto	N	15913	40.137	46.097
príncipe	N	15910	40.129	46.088
tarjeta	N	15905	40.117	46.073
influir	V	15902	40.109	46.065
demasiado	Q	15896	40.094	46.047
extranjero	N	15896	40.094	46.047
frío	N	15890	40.079	46.03
papa	N	15885	40.066	46.015
tráfico	N	15878	40.048	45.995
zapato	N	15876	40.043	45.989
menudo	A	15866	40.018	45.96
responsable	A	15857	39.995	45.934
en lugar de	P	15846	39.968	45.902
ejecución	N	15839	39.95	45.882
acontecimiento	N	15834	39.937	45.868
tiro	N	15829	39.925	45.853
traje	N	15829	39.925	45.853
busca	N	15828	39.922	45.85
felicidad	N	15818	39.897	45.821
polvo	N	15808	39.872	45.792
bebé	N	15802	39.857	45.775
petróleo	N	15801	39.854	45.772
recomendación	N	15795	39.839	45.755
agrícola	A	15794	39.837	45.752
resaltar	V	15767	39.768	45.674
agenda	N	15753	39.733	45.633
sabor	N	15753	39.733	45.633
correo	N	15731	39.678	45.569
interior	A	15731	39.678	45.569
orgánico	A	15726	39.665	45.555
humor	N	15725	39.663	45.552
mapa	N	15719	39.647	45.535
equivocar	V	15708	39.62	45.503
fundar	V	15703	39.607	45.488
caliente	A	15702	39.605	45.485
regalar	V	15702	39.605	45.485
regreso	N	15698	39.594	45.474
bolsillo	N	15696	39.589	45.468
sentencia	N	15690	39.574	45.451
14	N	15688	39.569	45.445
igualdad	N	15686	39.564	45.439
soledad	N	15680	39.549	45.422
idioma	N	15674	39.534	45.404
comunitario	A	15672	39.529	45.398
probable	A	15661	39.501	45.367
reloj	N	15660	39.499	45.364
suspender	V	15652	39.478	45.341
conceder	V	15646	39.463	45.323
cierre	N	15642	39.453	45.312
descansar	V	15638	39.443	45.3
salario	N	15634	39.433	45.288
talento	N	15627	39.415	45.268
genético	A	15622	39.403	45.254
encerrar	V	15619	39.395	45.245
formal	A	15618	39.393	45.242
molestar	V	15610	39.372	45.219
socialista	A	15605	39.36	45.204
corrupción	N	15599	39.345	45.187
reportar	V	15598	39.342	45.184
envolver	V	15588	39.317	45.155
dulce	A	15581	39.299	45.135
madrugada	N	15581	39.299	45.135
quemar	V	15577	39.289	45.123
c	N	15566	39.261	45.091
chino	A	15565	39.259	45.088
exportación	N	15565	39.259	45.088
signo	N	15545	39.209	45.031
primario	A	15538	39.191	45.01
dibujo	N	15512	39.125	44.935
afuera	R	15505	39.108	44.915
distribuir	V	15501	39.098	44.903
observación	N	15495	39.082	44.886
desafío	N	15491	39.072	44.874
borde	N	15486	39.06	44.86
empresarial	A	15484	39.055	44.854
cadáver	N	15474	39.029	44.825
asomar	V	15469	39.017	44.81
extremo	A	15467	39.012	44.805
rendimiento	N	15464	39.004	44.796
episodio	N	15461	38.997	44.787
encantar	V	15440	38.944	44.726
rápidamente	R	15426	38.908	44.686
sustituir	V	15420	38.893	44.668
decreto	N	15418	38.888	44.663
arena	N	15414	38.878	44.651
intensidad	N	15414	38.878	44.651
inglés	A	15397	38.835	44.602
garantía	N	15389	38.815	44.579
supremo	A	15361	38.744	44.498
recientemente	R	15321	38.644	44.382
desplazar	V	15301	38.593	44.324
tanto	N	15292	38.57	44.298
únicamente	R	15286	38.555	44.28
creciente	A	15277	38.533	44.254
mierda	N	15264	38.5	44.217
móvil	A	15262	38.495	44.211
proyectar	V	15247	38.457	44.167
ayuntamiento	N	15244	38.449	44.159
integrante	N	15236	38.429	44.135
arreglar	V	15224	38.399	44.101
conexión	N	15223	38.396	44.098
criticar	V	15205	38.351	44.046
atribuir	V	15199	38.336	44.028
apostar	V	15182	38.293	43.979
piloto	N	15177	38.28	43.965
portavoz	N	15174	38.273	43.956
desconocer	V	15160	38.237	43.915
infección	N	15149	38.21	43.883
figurar	V	15144	38.197	43.869
hueso	N	15139	38.184	43.854
elaboración	N	15131	38.164	43.831
combinar	V	15128	38.157	43.823
ingrediente	N	15126	38.152	43.817
acaso	R	15123	38.144	43.808
resistir	V	15112	38.116	43.776
competir	V	15105	38.099	43.756
cerveza	N	15095	38.073	43.727
descartar	V	15085	38.048	43.698
doler	V	15080	38.036	43.684
muro	N	15073	38.018	43.663
inteligente	A	15062	37.99	43.631
climático	A	15058	37.98	43.62
amistad	N	15057	37.978	43.617
fino	A	15047	37.952	43.588
amante	N	15041	37.937	43.571
lágrima	N	15026	37.899	43.527
auténtico	A	15019	37.882	43.507
arrojar	V	15017	37.877	43.501
nariz	N	15014	37.869	43.492
et	F	15013	37.867	43.489
200	M	15012	37.864	43.487
protesta	N	15012	37.864	43.487
apretar	V	15011	37.862	43.484
amarillo	A	15001	37.836	43.455
equilibrio	N	14965	37.746	43.35
energético	A	14951	37.71	43.31
gato	N	14951	37.71	43.31
hacienda	N	14951	37.71	43.31
turno	N	14949	37.705	43.304
emisión	N	14935	37.67	43.264
filosofía	N	14935	37.67	43.264
nacimiento	N	14934	37.667	43.261
cada vez que	C	14927	37.65	43.24
listo	A	14919	37.63	43.217
firme	A	14917	37.625	43.211
secundario	A	14904	37.592	43.174
rama	N	14885	37.544	43.119
sano	A	14874	37.516	43.087
violento	A	14870	37.506	43.075
feria	N	14868	37.501	43.069
parlamento	N	14861	37.483	43.049
pantalón	N	14850	37.456	43.017
dieta	N	14835	37.418	42.974
1998	N	14830	37.405	42.959
media	N	14815	37.367	42.916
cuanto	R	14803	37.337	42.881
convenir	V	14797	37.322	42.864
ignorar	V	14781	37.282	42.817
vital	A	14779	37.276	42.812
gastar	V	14770	37.254	42.786
oído	N	14765	37.241	42.771
exterior	N	14755	37.216	42.742
proporción	N	14734	37.163	42.681
anciano	N	14715	37.115	42.626
pendiente	A	14704	37.087	42.594
fijo	A	14703	37.085	42.591
eje	N	14700	37.077	42.583
cinta	N	14691	37.055	42.557
entrenamiento	N	14685	37.039	42.539
cuanto	H	14684	37.037	42.536
dependencia	N	14663	36.984	42.476
claramente	R	14660	36.976	42.467
temprano	R	14657	36.969	42.458
docente	N	14651	36.954	42.441
inmenso	A	14650	36.951	42.438
60	M	14643	36.933	42.418
alzar	V	14621	36.878	42.354
cristal	N	14616	36.865	42.339
ruso	A	14598	36.82	42.287
Guatemala	K	14590	36.8	42.264
convenio	N	14588	36.795	42.258
enamorar	V	14588	36.795	42.258
nube	N	14578	36.769	42.229
ciudadano	A	14568	36.744	42.2
olímpico	A	14568	36.744	42.2
argentino	N	14565	36.737	42.192
respectivamente	R	14564	36.734	42.189
participante	N	14551	36.701	42.151
exactamente	R	14548	36.694	42.142
lejano	A	14544	36.684	42.131
bienestar	N	14535	36.661	42.105
ceder	V	14534	36.659	42.102
solar	A	14518	36.618	42.056
asesinato	N	14509	36.595	42.029
doméstico	A	14497	36.565	41.995
autonomía	N	14492	36.553	41.98
grasa	N	14491	36.55	41.977
empujar	V	14490	36.548	41.974
Washington	K	14481	36.525	41.948
conversar	V	14474	36.507	41.928
senador	N	14472	36.502	41.922
r	N	14470	36.497	41.917
11	M	14467	36.49	41.908
curioso	A	14457	36.464	41.879
significado	N	14456	36.462	41.876
paseo	N	14448	36.442	41.853
oficio	N	14441	36.424	41.833
Bogotá	K	14435	36.409	41.815
sólido	A	14432	36.401	41.806
riqueza	N	14429	36.394	41.798
examen	N	14416	36.361	41.76
intercambio	N	14414	36.356	41.754
viejo	N	14405	36.333	41.728
cansar	V	14390	36.295	41.685
lavar	V	14381	36.273	41.659
columna	N	14371	36.247	41.63
masivo	A	14364	36.23	41.609
habitar	V	14362	36.225	41.604
ilusión	N	14346	36.184	41.557
treinta	M	14341	36.172	41.543
semejante	A	14314	36.104	41.465
suave	A	14306	36.083	41.441
celebración	N	14299	36.066	41.421
pelota	N	14298	36.063	41.418
potencia	N	14294	36.053	41.407
clasificar	V	14273	36.0	41.346
contento	A	14271	35.995	41.34
prisión	N	14261	35.97	41.311
rendir	V	14247	35.935	41.271
despacho	N	14224	35.877	41.204
inspirar	V	14224	35.877	41.204
exceso	N	14220	35.867	41.192
ganador	N	14207	35.834	41.155
publicidad	N	14207	35.834	41.155
propietario	N	14204	35.826	41.146
telefónico	A	14198	35.811	41.129
invierno	N	14197	35.809	41.126
taza	N	14186	35.781	41.094
ideal	A	14174	35.75	41.059
camisa	N	14168	35.735	41.042
cobertura	N	14167	35.733	41.039
Paraguay	K	14159	35.713	41.016
mentira	N	14150	35.69	40.99
asiento	N	14147	35.682	40.981
fila	N	14146	35.68	40.978
dominio	N	14144	35.675	40.972
rasgo	N	14140	35.665	40.961
cena	N	14138	35.66	40.955
esquema	N	14135	35.652	40.946
permiso	N	14121	35.617	40.906
8	M	14105	35.576	40.859
brillante	A	14097	35.556	40.836
cumplimiento	N	14094	35.549	40.827
especializado	A	14092	35.544	40.822
sindicato	N	14088	35.534	40.81
espacial	A	14084	35.523	40.798
llave	N	14080	35.513	40.787
masculino	A	14080	35.513	40.787
inmediatamente	R	14075	35.501	40.772
opinar	V	14058	35.458	40.723
armar	V	14053	35.445	40.709
18	N	14030	35.387	40.642
carecer	V	14023	35.37	40.622
comparación	N	14022	35.367	40.619
terrible	A	14017	35.355	40.604
conductor	N	14007	35.329	40.575
hábito	N	13993	35.294	40.535
ecológico	A	13986	35.276	40.514
repartir	V	13981	35.264	40.5
16	N	13976	35.251	40.486
exhibir	V	13976	35.251	40.486
revolucionario	A	13971	35.238	40.471
encabezar	V	13968	35.231	40.462
estrenar	V	13955	35.198	40.425
carro	N	13930	35.135	40.352
tejido	N	13930	35.135	40.352
ingeniero	N	13929	35.133	40.349
regular	V	13928	35.13	40.346
Valencia	K	13907	35.077	40.286
provenir	V	13907	35.077	40.286
perfectamente	R	13900	35.059	40.265
postura	N	13882	35.014	40.213
asustar	V	13872	34.989	40.184
cancha	N	13870	34.984	40.178
renunciar	V	13864	34.969	40.161
supuesto	A	13862	34.964	40.155
honor	N	13859	34.956	40.147
financiar	V	13858	34.953	40.144
impulso	N	13853	34.941	40.129
cabello	N	13844	34.918	40.103
valle	N	13830	34.883	40.063
ficción	N	13826	34.873	40.051
17	M	13805	34.82	39.99
regalo	N	13797	34.8	39.967
consideración	N	13792	34.787	39.952
XIX	N	13789	34.779	39.944
legislativo	A	13786	34.772	39.935
cuestionar	V	13784	34.767	39.929
salto	N	13780	34.757	39.918
enseguida	R	13773	34.739	39.897
fracaso	N	13754	34.691	39.842
práctico	A	13749	34.679	39.828
arquitectura	N	13728	34.626	39.767
virtud	N	13721	34.608	39.747
visual	A	13703	34.563	39.695
generalmente	R	13699	34.552	39.683
continente	N	13692	34.535	39.663
suma	N	13685	34.517	39.643
herida	N	13678	34.499	39.622
bebida	N	13674	34.489	39.611
químico	A	13674	34.489	39.611
17	N	13671	34.482	39.602
militar	N	13663	34.462	39.579
semilla	N	13657	34.446	39.561
difundir	V	13643	34.411	39.521
d	N	13627	34.371	39.475
colaborar	V	13621	34.356	39.457
prioridad	N	13596	34.293	39.385
vínculo	N	13583	34.26	39.347
occidental	A	13577	34.245	39.33
en cuanto	R	13575	34.24	39.324
oscuridad	N	13570	34.227	39.309
ilegal	A	13563	34.209	39.289
utilización	N	13560	34.202	39.28
revisión	N	13558	34.197	39.275
profundidad	N	13547	34.169	39.243
asesinar	V	13546	34.167	39.24
ceremonia	N	13526	34.116	39.182
pintor	N	13521	34.103	39.167
oler	V	13515	34.088	39.15
aguantar	V	13507	34.068	39.127
novedad	N	13499	34.048	39.104
2013	N	13492	34.03	39.083
composición	N	13488	34.02	39.072
mediano	A	13464	33.96	39.002
